"Ensembl","Entrez","Gene.Symbol","Length"
"ENSMUSG00000102131",108168608,"Gm21160",696
"ENSMUSG00000101254",108168604,"Gm20932",694
"ENSMUSG00000101096",108168600,"Gm21524",696
"ENSMUSG00000100692",100862360,"Gm21672",696
"ENSMUSG00000094052",100861667,"Gm21118",1219
"ENSMUSG00000104442",619557,"4932431L22Rik",3140
"ENSMUSG00000101852",108168613,"Gm20886",693
"ENSMUSG00000100442",108168528,"Gm20866",696
"ENSMUSG00000099531",100861691,"LOC100861691",924
"ENSMUSG00000101593",100040429,"Gm20842",696
"ENSMUSG00000101844",108168612,"Gm20844",654
"ENSMUSG00000100869",108168580,"Gm20846",693
"ENSMUSG00000101277",108168624,"Gm20847",678
"ENSMUSG00000099371",108168623,"Gm20848",678
"ENSMUSG00000099495",108168651,"Gm20800",693
"ENSMUSG00000101747",100862371,"Gm21683",678
"ENSMUSG00000100698",108168561,"Gm20902",696
"ENSMUSG00000100179",108168601,"Gm21715",694
"ENSMUSG00000100363",108168562,"Gm20805",696
"ENSMUSG00000101318",115489299,"Gm29109",696
"ENSMUSG00000101881",108168670,"Gm21076",696
"ENSMUSG00000101788",108168671,"Gm20813",705
"ENSMUSG00000100669",108168576,"Gm21111",696
"ENSMUSG00000101408",108168605,"Gm21155",693
"ENSMUSG00000100643",108168659,"Gm21163",693
"ENSMUSG00000100560",100861743,"Gm21180",696
"ENSMUSG00000101478",108168556,"Gm20859",693
"ENSMUSG00000095179",108168532,"Gm21638",836
"ENSMUSG00000100433",108168592,"Gm21198",696
"ENSMUSG00000101098",108168606,"Gm20808",693
"ENSMUSG00000099621",108168610,"Gm20919",696
"ENSMUSG00000099972",100861825,"Gm21248",696
"ENSMUSG00000100756",108168621,"Gm21257",696
"ENSMUSG00000101833",108168617,"Gm20791",693
"ENSMUSG00000101688",108168563,"Gm20841",696
"ENSMUSG00000100245",108168656,"Gm21282",696
"ENSMUSG00000099894",108168582,"Gm20911",924
"ENSMUSG00000100978",108168655,"Gm20912",693
"ENSMUSG00000100519",108168629,"Gm20801",678
"ENSMUSG00000100994",108168616,"Gm21333",696
"ENSMUSG00000099374",108168611,"Gm21344",693
"ENSMUSG00000101718",108168571,"Gm20862",696
"ENSMUSG00000099736",108168668,"Gm20863",696
"ENSMUSG00000101742",108168567,"Gm21380",696
"ENSMUSG00000094660",108168579,"Gm21394",1223
"ENSMUSG00000101990",108168620,"Gm20856",696
"ENSMUSG00000099992",108168577,"Gm21435",696
"ENSMUSG00000100116",108168667,"Gm20861",693
"ENSMUSG00000099524",108168566,"Gm20860",696
"ENSMUSG00000100655",108168666,"Gm21462",696
"ENSMUSG00000101670",108168665,"Gm21470",696
"ENSMUSG00000102132",115489300,"Gm21813",696
"ENSMUSG00000100818",108168654,"Gm21287",696
"ENSMUSG00000096768",170942,"Erdr1",1124
"ENSMUSG00000093774",100312519,"Vmn1r-ps151",982
"ENSMUSG00000093444",100312520,"Vmn1r-ps152",699
"ENSMUSG00000091539",100312476,"Vmn1r238",921
"ENSMUSG00000063889",12916,"Crem",5895
"ENSMUSG00000097746",633947,"Gm6225",1700
"ENSMUSG00000024231",71745,"Cul2",4138
"ENSMUSG00000024232",68010,"Bambi",5040
"ENSMUSG00000024233",67328,"Lyzl1",846
"ENSMUSG00000024235",26410,"Map3k8",4504
"ENSMUSG00000024234",67440,"Mtpap",2651
"ENSMUSG00000033960",240185,"Jcad",6730
"ENSMUSG00000097043",100038439,"Gm10556",3906
"ENSMUSG00000024236",225115,"Svil",10640
"ENSMUSG00000097888",102637682,"Gm26682",1729
"ENSMUSG00000050945",240186,"Zfp438",3209
"ENSMUSG00000063087",791318,"Gm10125",7466
"ENSMUSG00000024238",21417,"Zeb1",10112
"ENSMUSG00000041225",75415,"Arhgap12",8016
"ENSMUSG00000006740",16573,"Kif5b",7395
"ENSMUSG00000073640",621100,"Rpl27-ps3",475
"ENSMUSG00000095614",102637200,"Gm6291",309
"ENSMUSG00000024240",13831,"Epc1",4475
"ENSMUSG00000084514",100316773,"Mir1893",83
"ENSMUSG00000039540",70901,"4921524L21Rik",1480
"ENSMUSG00000073639",19330,"Rab18",2257
"ENSMUSG00000061013",210719,"Mkx",3925
"ENSMUSG00000061802",74934,"Armc4",3477
"ENSMUSG00000057440",75739,"Mpp7",4975
"ENSMUSG00000064822",115488974,"Gm24292",107
"ENSMUSG00000024283",225131,"Wac",5962
"ENSMUSG00000091019",665121,"Gm7502",733
"ENSMUSG00000036904",14370,"Fzd8",3346
"ENSMUSG00000036855",225152,"Gjd4",2661
"ENSMUSG00000024286",67974,"Ccny",4017
"ENSMUSG00000050996",26369,"Cetn1",1247
"ENSMUSG00000036103",140792,"Colec12",3322
"ENSMUSG00000098235",665111,"Gm7497",1003
"ENSMUSG00000089054",115488977,"Gm23350",103
"ENSMUSG00000092039",433161,"Gm5501",832
"ENSMUSG00000024287",225160,"Thoc1",3855
"ENSMUSG00000047879",59025,"Usp14",5974
"ENSMUSG00000024290",19877,"Rock1",6187
"ENSMUSG00000058567",100039978,"Gm2531",512
"ENSMUSG00000095616",115489000,"Gm26244",164
"ENSMUSG00000042942",381157,"Greb1l",10798
"ENSMUSG00000024293",77805,"Esco1",4572
"ENSMUSG00000002477",20641,"Snrpd1",837
"ENSMUSG00000002475",106861,"Abhd3",1962
"ENSMUSG00000097387",75370,"4930563E18Rik",1553
"ENSMUSG00000024294",225164,"Mib1",10369
"ENSMUSG00000087816",115486068,"Gm25116",122
"ENSMUSG00000065399",387151,"Mir133a-1",87
"ENSMUSG00000080662",100316783,"Mir1b",122
"ENSMUSG00000097222",68434,"Gata6os",2060
"ENSMUSG00000005836",14465,"Gata6",3194
"ENSMUSG00000041238",225182,"Rbbp8",3867
"ENSMUSG00000040957",63955,"Cables1",3397
"ENSMUSG00000084565",100316686,"Mir1901",78
"ENSMUSG00000049411",338363,"Tmem241",3336
"ENSMUSG00000024404",66878,"Riok3",3661
"ENSMUSG00000084748",115488965,"Gm25289",119
"ENSMUSG00000024410",76482,"Rmc1",5768
"ENSMUSG00000024413",18145,"Npc1",10725
"ENSMUSG00000057766",225187,"Ankrd29",3295
"ENSMUSG00000082051",100417609,"Gm16072",2377
"ENSMUSG00000024421",16774,"Lama3",10745
"ENSMUSG00000024424",72747,"Ttc39c",5197
"ENSMUSG00000087950",100316699,"Mir1948",85
"ENSMUSG00000024430",71132,"Cabyr",2160
"ENSMUSG00000083332",665356,"Gm7599",796
"ENSMUSG00000044252",64291,"Osbpl1a",7392
"ENSMUSG00000080866",435556,"Gm5687",640
"ENSMUSG00000024423",16210,"Impact",3432
"ENSMUSG00000037346",225192,"Hrh4",1537
"ENSMUSG00000096288",115488973,"Gm22251",107
"ENSMUSG00000024420",225207,"Zfp521",6152
"ENSMUSG00000037013",268996,"Ss18",4523
"ENSMUSG00000094306",115488991,"Gm24924",164
"ENSMUSG00000036743",73677,"Psma8",1693
"ENSMUSG00000054321",72504,"Taf4b",5149
"ENSMUSG00000036225",106931,"Kctd1",3587
"ENSMUSG00000024411",11829,"Aqp4",5082
"ENSMUSG00000047161",71367,"Chst9",1934
"ENSMUSG00000058064",100040551,"Gm10036",537
"ENSMUSG00000089454",115486060,"Gm24228",129
"ENSMUSG00000043223",225228,"Gm4835",972
"ENSMUSG00000024304",12558,"Cdh2",8066
"ENSMUSG00000086095",328906,"Gm15328",2977
"ENSMUSG00000082608",665519,"Gm7670",641
"ENSMUSG00000087170",75433,"1700001G01Rik",2249
"ENSMUSG00000077305",115486057,"Gm22470",130
"ENSMUSG00000059898",13507,"Dsc3",5305
"ENSMUSG00000024331",13506,"Dsc2",5277
"ENSMUSG00000044322",13505,"Dsc1",3775
"ENSMUSG00000034774",211924,"Dsg1c",4088
"ENSMUSG00000069441",13510,"Dsg1a",5686
"ENSMUSG00000061928",225256,"Dsg1b",3965
"ENSMUSG00000001804",16769,"Dsg4",3478
"ENSMUSG00000056632",13512,"Dsg3",4108
"ENSMUSG00000044393",13511,"Dsg2",8268
"ENSMUSG00000085595",102633478,"Gm16090",1704
"ENSMUSG00000061808",22139,"Ttr",1219
"ENSMUSG00000091449",100040823,"Gm10269",372
"ENSMUSG00000056124",56386,"B4galt6",5808
"ENSMUSG00000033382",75964,"Trappc8",5482
"ENSMUSG00000033107",67664,"Rnf125",1334
"ENSMUSG00000024317",56515,"Rnf138",3110
"ENSMUSG00000024313",17288,"Mep1b",2286
"ENSMUSG00000062962",622978,"Gm6378",444
"ENSMUSG00000042680",381126,"Garem1",4923
"ENSMUSG00000096341",115488969,"Gm22886",107
"ENSMUSG00000042514",225266,"Klhl14",4425
"ENSMUSG00000043168",74644,"4930426D05Rik",3001
"ENSMUSG00000024306",70950,"Ccdc178",3465
"ENSMUSG00000045215",211961,"Asxl3",15533
"ENSMUSG00000041923",319211,"Nol4",5692
"ENSMUSG00000077680",115486052,"Gm22495",126
"ENSMUSG00000024302",13527,"Dtna",6587
"ENSMUSG00000086287",100502834,"Gm15972",418
"ENSMUSG00000024277",212307,"Mapre2",10202
"ENSMUSG00000098607",102465185,"Mir6360",126
"ENSMUSG00000089290",115488981,"Gm23207",102
"ENSMUSG00000024276",69256,"Zfp397",5487
"ENSMUSG00000063281",22694,"Zfp35",3040
"ENSMUSG00000051469",59057,"Zfp24",6271
"ENSMUSG00000047989",225280,"Ino80c",2828
"ENSMUSG00000000420",14423,"Galnt1",5519
"ENSMUSG00000091363",665586,"Gm7701",1479
"ENSMUSG00000065532",387182,"Mir187",61
"ENSMUSG00000024273",68046,"2700062C07Rik",1040
"ENSMUSG00000040446",225283,"Rprd1a",4297
"ENSMUSG00000024270",106957,"Slc39a6",4073
"ENSMUSG00000024271",58523,"Elp2",2789
"ENSMUSG00000039616",68591,"Mocos",2884
"ENSMUSG00000034295",225288,"Fhod3",5408
"ENSMUSG00000024269",66648,"Tpgs2",6840
"ENSMUSG00000033632",225289,"AW554918",7014
"ENSMUSG00000024268",108013,"Celf4",3995
"ENSMUSG00000088098",115486059,"Gm23674",131
"ENSMUSG00000087940",115486063,"Gm24246",132
"ENSMUSG00000033628",225326,"Pik3c3",4466
"ENSMUSG00000088126",115486067,"Gm22870",112
"ENSMUSG00000057455",19762,"Rit2",4496
"ENSMUSG00000024261",20983,"Syt4",3901
"ENSMUSG00000077169",115486050,"Gm25396",133
"ENSMUSG00000024259",67453,"Slc25a46",4371
"ENSMUSG00000024260",269003,"Sap130",4050
"ENSMUSG00000041915",225339,"Ammecr1l",4769
"ENSMUSG00000024258",69241,"Polr2d",956
"ENSMUSG00000024400",74320,"Wdr33",6413
"ENSMUSG00000044982",67158,"Sft2d3",2810
"ENSMUSG00000024395",225341,"Lims2",1688
"ENSMUSG00000052229",574402,"Gpr17",5195
"ENSMUSG00000024388",17922,"Myo7b",6621
"ENSMUSG00000024384",73473,"Iws1",9623
"ENSMUSG00000024386",19123,"Proc",1566
"ENSMUSG00000024383",26405,"Map3k2",10791
"ENSMUSG00000024382",13872,"Ercc3",2835
"ENSMUSG00000024381",30948,"Bin1",2451
"ENSMUSG00000090523",71683,"Gypc",2331
"ENSMUSG00000087715",115486058,"Gm25826",137
"ENSMUSG00000024379",53603,"Tslp",1133
"ENSMUSG00000095233",115488966,"Gm26378",107
"ENSMUSG00000038299",225348,"Wdr36",3281
"ENSMUSG00000098252",102465186,"Mir6361",101
"ENSMUSG00000038128",12326,"Camk4",12331
"ENSMUSG00000024378",170459,"Stard4",5586
"ENSMUSG00000042834",27528,"Nrep",2513
"ENSMUSG00000087590",69749,"Epb41l4aos",430
"ENSMUSG00000092819",115489002,"Gm23639",132
"ENSMUSG00000024376",13824,"Epb41l4a",3853
"ENSMUSG00000088501",115488989,"Gm22788",61
"ENSMUSG00000077263",115486056,"Gm24432",126
"ENSMUSG00000096804",115488990,"Gm23411",62
"ENSMUSG00000073607",633395,"Gm10548",2629
"ENSMUSG00000005871",11789,"Apc",15753
"ENSMUSG00000014504",66384,"Srp19",3630
"ENSMUSG00000005873",13476,"Reep5",2894
"ENSMUSG00000014503",53871,"Pkd2l2",2666
"ENSMUSG00000036501",225358,"Fam13b",3343
"ENSMUSG00000012282",20890,"Wnt8a",1746
"ENSMUSG00000035984",75533,"Nme5",1154
"ENSMUSG00000049357",271508,"Brd8dc",2434
"ENSMUSG00000003778",78656,"Brd8",10633
"ENSMUSG00000003779",19348,"Kif20a",3796
"ENSMUSG00000024370",52563,"Cdc23",9500
"ENSMUSG00000064857",115488945,"n-R5s25",119
"ENSMUSG00000024366",14587,"Gfra3",1992
"ENSMUSG00000044201",12532,"Cdc25c",1941
"ENSMUSG00000034300",66306,"Fam53c",4517
"ENSMUSG00000038773",277250,"Kdm3b",7112
"ENSMUSG00000038555",225362,"Reep2",1926
"ENSMUSG00000038418",13653,"Egr1",4484
"ENSMUSG00000024360",225363,"Etf1",3709
"ENSMUSG00000024359",15526,"Hspa9",3932
"ENSMUSG00000089239",115489001,"Gm22200",67
"ENSMUSG00000065904",115488999,"Gm26109",70
"ENSMUSG00000037815",12385,"Ctnna1",3698
"ENSMUSG00000071862",107065,"Lrrtm2",5665
"ENSMUSG00000024357",81500,"Sil1",1695
"ENSMUSG00000065649",436583,"Snora74a",196
"ENSMUSG00000037236",17184,"Matr3",9869
"ENSMUSG00000037058",67869,"Paip2",2789
"ENSMUSG00000024354",20522,"Slc23a1",3238
"ENSMUSG00000024353",69816,"Mzb1",905
"ENSMUSG00000073600",381148,"Prob1",4890
"ENSMUSG00000024352",71242,"Spata24",967
"ENSMUSG00000024350",76594,"Dnajc18",5169
"ENSMUSG00000073598",73449,"1700066B19Rik",2837
"ENSMUSG00000073599",68545,"Ecscr",1680
"ENSMUSG00000024349",72512,"Sting1",2302
"ENSMUSG00000091842",102638785,"Gm16490",351
"ENSMUSG00000091896",56550,"Ube2d2a",2483
"ENSMUSG00000046668",67393,"Cxxc5",2271
"ENSMUSG00000024347",74002,"Psd2",4785
"ENSMUSG00000060275",100042150,"Nrg2",3081
"ENSMUSG00000043991",19290,"Pura",14943
"ENSMUSG00000046727",66060,"Cystm1",2840
"ENSMUSG00000024346",67199,"Pfdn1",1077
"ENSMUSG00000024486",15200,"Hbegf",2373
"ENSMUSG00000024485",240215,"Slc4a9",2930
"ENSMUSG00000024483",108857,"Ankhd1",9845
"ENSMUSG00000090264",108112,"Eif4ebp3",744
"ENSMUSG00000006050",24068,"Sra1",4684
"ENSMUSG00000033272",67843,"Slc35a4",3275
"ENSMUSG00000044719",240216,"E230025N22Rik",2016
"ENSMUSG00000051439",12475,"Cd14",1572
"ENSMUSG00000006850",71983,"Tmco6",1817
"ENSMUSG00000014294",17991,"Ndufa2",572
"ENSMUSG00000024474",24010,"Ik",1996
"ENSMUSG00000042660",67936,"Wdr55",1498
"ENSMUSG00000044595",213236,"Dnd1",2412
"ENSMUSG00000001380",15115,"Hars",1987
"ENSMUSG00000019143",70791,"Hars2",4279
"ENSMUSG00000001383",66492,"Zmat2",2257
"ENSMUSG00000063514",627427,"Gm6756",1620
"ENSMUSG00000103442",116731,"Pcdha1",5353
"ENSMUSG00000104148",353234,"Pcdha2",5361
"ENSMUSG00000102312",192163,"Pcdha3",5332
"ENSMUSG00000104252",12936,"Pcdha4",5768
"ENSMUSG00000103458",100384868,"Gm37013",2856
"ENSMUSG00000103092",12941,"Pcdha5",5206
"ENSMUSG00000103707",12937,"Pcdha6",5367
"ENSMUSG00000104318",12939,"Pcdha7",5337
"ENSMUSG00000103800",353235,"Pcdha8",5338
"ENSMUSG00000103770",192161,"Pcdha9",5341
"ENSMUSG00000007440",12943,"Pcdha10",5359
"ENSMUSG00000102206",12942,"Pcdha11",7535
"ENSMUSG00000103310",192164,"Pcdha12",5335
"ENSMUSG00000103255",353236,"Pcdhac1",5419
"ENSMUSG00000102697",353237,"Pcdhac2",5888
"ENSMUSG00000051663",93872,"Pcdhb1",2588
"ENSMUSG00000051599",93873,"Pcdhb2",2813
"ENSMUSG00000045498",93874,"Pcdhb3",3787
"ENSMUSG00000045689",93875,"Pcdhb4",3718
"ENSMUSG00000063687",93876,"Pcdhb5",3535
"ENSMUSG00000051678",93877,"Pcdhb6",3754
"ENSMUSG00000045062",93878,"Pcdhb7",3501
"ENSMUSG00000045876",93879,"Pcdhb8",3484
"ENSMUSG00000051242",93880,"Pcdhb9",3055
"ENSMUSG00000045657",93881,"Pcdhb10",2851
"ENSMUSG00000051486",93882,"Pcdhb11",4419
"ENSMUSG00000043458",93883,"Pcdhb12",3034
"ENSMUSG00000047307",93884,"Pcdhb13",3710
"ENSMUSG00000044043",93885,"Pcdhb14",8695
"ENSMUSG00000047033",93886,"Pcdhb15",2801
"ENSMUSG00000047910",93887,"Pcdhb16",5225
"ENSMUSG00000046387",93888,"Pcdhb17",4660
"ENSMUSG00000048347",93889,"Pcdhb18",5041
"ENSMUSG00000043313",93890,"Pcdhb19",7138
"ENSMUSG00000046191",93891,"Pcdhb20",3559
"ENSMUSG00000044022",93892,"Pcdhb21",4705
"ENSMUSG00000073591",93893,"Pcdhb22",6609
"ENSMUSG00000050304",83885,"Slc25a2",1369
"ENSMUSG00000051316",24074,"Taf7",3302
"ENSMUSG00000103144",93709,"Pcdhga1",5366
"ENSMUSG00000103332",93710,"Pcdhga2",4689
"ENSMUSG00000104346",93711,"Pcdhga3",4720
"ENSMUSG00000103037",93699,"Pcdhgb1",5776
"ENSMUSG00000103677",93712,"Pcdhga4",4727
"ENSMUSG00000102748",93700,"Pcdhgb2",4882
"ENSMUSG00000103567",93713,"Pcdhga5",4664
"ENSMUSG00000088493",115488962,"Gm24401",91
"ENSMUSG00000103793",93714,"Pcdhga6",4733
"ENSMUSG00000103472",93715,"Pcdhga7",5217
"ENSMUSG00000103585",93701,"Pcdhgb4",5812
"ENSMUSG00000103897",93716,"Pcdhga8",4730
"ENSMUSG00000103749",93702,"Pcdhgb5",6733
"ENSMUSG00000102440",93717,"Pcdhga9",5586
"ENSMUSG00000103088",93703,"Pcdhgb6",4684
"ENSMUSG00000102222",93722,"Pcdhga10",4732
"ENSMUSG00000104063",93704,"Pcdhgb7",4713
"ENSMUSG00000102742",93723,"Pcdhga11",4756
"ENSMUSG00000102428",93724,"Pcdhga12",6664
"ENSMUSG00000102918",93706,"Pcdhgc3",5499
"ENSMUSG00000023036",93707,"Pcdhgc4",5596
"ENSMUSG00000102543",93708,"Pcdhgc5",7627
"ENSMUSG00000024456",13367,"Diaph1",6339
"ENSMUSG00000098706",102465592,"Mir6979",56
"ENSMUSG00000024454",15183,"Hdac3",4026
"ENSMUSG00000044024",225392,"Rell2",3340
"ENSMUSG00000038524",319262,"Fchsd1",5473
"ENSMUSG00000024451",106952,"Arap3",5224
"ENSMUSG00000098608",102466779,"Mir6981",115
"ENSMUSG00000098297",102466913,"Mir6980",59
"ENSMUSG00000051375",75599,"Pcdh1",8797
"ENSMUSG00000097080",73516,"1700086O06Rik",1931
"ENSMUSG00000024442",66839,"Dele1",2404
"ENSMUSG00000024440",53601,"Pcdh12",6055
"ENSMUSG00000060450",56736,"Rnf14",3515
"ENSMUSG00000089296",115488985,"Gm23205",103
"ENSMUSG00000052102",26384,"Gnpda1",2392
"ENSMUSG00000024425",65113,"Ndfip1",930
"ENSMUSG00000024427",24066,"Spry4",4587
"ENSMUSG00000036452",71302,"Arhgap26",17331
"ENSMUSG00000081773",666809,"Gm8302",852
"ENSMUSG00000036585",14164,"Fgf1",4648
"ENSMUSG00000024431",14815,"Nr3c1",7425
"ENSMUSG00000051732",18459,"Pabpc2",2586
"ENSMUSG00000024487",67180,"Yipf5",2329
"ENSMUSG00000051401",383348,"Kctd16",1349
"ENSMUSG00000095150",225416,"Rps19-ps13",441
"ENSMUSG00000056671",77619,"Prelid2",724
"ENSMUSG00000073574",332309,"Grxcr2",1120
"ENSMUSG00000057719",269016,"Sh3rf2",5307
"ENSMUSG00000059455",69401,"Plac8l1",763
"ENSMUSG00000024493",107045,"Lars",3856
"ENSMUSG00000096699",625929,"Rps19-ps4",438
"ENSMUSG00000024491",225432,"Rbm27",6431
"ENSMUSG00000024497",18998,"Pou4f3",2360
"ENSMUSG00000056849",100042767,"Gm16415",489
"ENSMUSG00000024498",56070,"Tcerg1",4246
"ENSMUSG00000042816",240239,"Gpr151",1633
"ENSMUSG00000024500",72930,"Ppp2r2b",3985
"ENSMUSG00000094137",115488976,"Gm22264",107
"ENSMUSG00000039954",269019,"Stk32a",3765
"ENSMUSG00000024501",22240,"Dpysl3",6265
"ENSMUSG00000097891",100042074,"Gm3650",747
"ENSMUSG00000043424",100042807,"Eif3j2",2379
"ENSMUSG00000024502",76217,"Jakmip2",3511
"ENSMUSG00000024503",20730,"Spink1",422
"ENSMUSG00000038791",117158,"Scgb3a2",880
"ENSMUSG00000071858",225443,"Gm94",748
"ENSMUSG00000055561",72432,"Spink5",4785
"ENSMUSG00000051050",433178,"Spink14",569
"ENSMUSG00000055095",433180,"Spink6",587
"ENSMUSG00000061144",78242,"Spink12",1007
"ENSMUSG00000069385",100042855,"Gm10267",353
"ENSMUSG00000053729",77424,"Spinkl",593
"ENSMUSG00000073573",433181,"Spink11",2484
"ENSMUSG00000038071",18169,"Npy6r",2567
"ENSMUSG00000024471",58916,"Myot",2209
"ENSMUSG00000024472",70640,"Dcp2",8643
"ENSMUSG00000071856",328949,"Mcc",8426
"ENSMUSG00000097610",626275,"A930012L18Rik",2364
"ENSMUSG00000034653",240255,"Ythdc2",6299
"ENSMUSG00000054477",140492,"Kcnn2",7321
"ENSMUSG00000073569",102634097,"Gm10540",276
"ENSMUSG00000088649",115486061,"Gm26262",127
"ENSMUSG00000033949",28105,"Trim36",4849
"ENSMUSG00000024477",225467,"Pggt1b",2736
"ENSMUSG00000071855",240261,"Ccdc112",2801
"ENSMUSG00000033319",240263,"Fem1c",5726
"ENSMUSG00000056130",225471,"Ticam2",3928
"ENSMUSG00000033184",66676,"Tmed7",8839
"ENSMUSG00000057561",13664,"Eif1a",2879
"ENSMUSG00000033022",12583,"Cdo1",1530
"ENSMUSG00000032905",67526,"Atg12",2492
"ENSMUSG00000024480",11777,"Ap3s1",1479
"ENSMUSG00000024481",74574,"Lvrn",3219
"ENSMUSG00000094292",115488968,"Gm23610",107
"ENSMUSG00000073568",381142,"Arl14epl",2169
"ENSMUSG00000042705",69456,"Commd10",1561
"ENSMUSG00000087857",115486065,"Gm22791",145
"ENSMUSG00000019647",20358,"Sema6a",8778
"ENSMUSG00000059040",433182,"Eno1b",1757
"ENSMUSG00000097965",545470,"Gm5839",1007
"ENSMUSG00000100297",67321,"1700044K03Rik",377
"ENSMUSG00000024505",68857,"Dtwd2",3520
"ENSMUSG00000100134",76609,"1700065O20Rik",710
"ENSMUSG00000037416",240283,"Dmxl1",21860
"ENSMUSG00000062210",106869,"Tnfaip8",10328
"ENSMUSG00000024507",15488,"Hsd17b4",3404
"ENSMUSG00000085939",626721,"Cd63-ps",875
"ENSMUSG00000035420",225497,"Fam170a",1342
"ENSMUSG00000048875",67365,"Pudp",1044
"ENSMUSG00000073565",71373,"Prr16",2224
"ENSMUSG00000095482",115488971,"Gm25739",107
"ENSMUSG00000077317",115488946,"Gm25785",125
"ENSMUSG00000069379",240289,"Gm4950",618
"ENSMUSG00000096863",115488975,"Gm22259",107
"ENSMUSG00000024510",67634,"Ftmt",1451
"ENSMUSG00000024528",67222,"Srfbp1",1463
"ENSMUSG00000024529",16948,"Lox",4810
"ENSMUSG00000046886",66758,"Zfp474",1930
"ENSMUSG00000024532",78414,"1700034E13Rik",490
"ENSMUSG00000053624",14625,"Gykl1",1990
"ENSMUSG00000024534",67847,"Sncaip",4522
"ENSMUSG00000034484",67804,"Snx2",2013
"ENSMUSG00000024535",69226,"Snx24",1880
"ENSMUSG00000024538",19038,"Ppic",1286
"ENSMUSG00000069378",225518,"Prdm6",2895
"ENSMUSG00000048799",225523,"Cep120",4553
"ENSMUSG00000073563",70425,"Csnk1g3",4394
"ENSMUSG00000069376",433184,"Gm5507",1008
"ENSMUSG00000096982",77433,"Redrum",1774
"ENSMUSG00000052713",269023,"Zfp608",6112
"ENSMUSG00000084521",115488961,"Gm24183",93
"ENSMUSG00000088227",115488979,"Gm22597",80
"ENSMUSG00000098007",667409,"Gm8614",978
"ENSMUSG00000098141",629057,"Gm6944",1006
"ENSMUSG00000088440",115486062,"Gm23555",135
"ENSMUSG00000001700",107022,"Gramd3",2605
"ENSMUSG00000053644",110695,"Aldh7a1",5181
"ENSMUSG00000099196",102465790,"Mir1258",60
"ENSMUSG00000008301",56698,"Phax",2223
"ENSMUSG00000032900",67343,"Tex43",919
"ENSMUSG00000024590",16906,"Lmnb1",2962
"ENSMUSG00000032656",320253,"Marchf3",6006
"ENSMUSG00000024592",77422,"C330018D20Rik",3233
"ENSMUSG00000024593",70417,"Megf10",7718
"ENSMUSG00000024594",73137,"Prrc1",4801
"ENSMUSG00000086607",75084,"4930511M06Rik",4161
"ENSMUSG00000069372",629147,"Ctxn3",1472
"ENSMUSG00000085800",74916,"1700066O22Rik",2146
"ENSMUSG00000058925",75444,"Ccdc192",1352
"ENSMUSG00000088776",115488982,"Gm26038",106
"ENSMUSG00000024597",20496,"Slc12a2",6520
"ENSMUSG00000024598",14119,"Fbn2",10480
"ENSMUSG00000024600",225579,"Slc27a6",2485
"ENSMUSG00000077243",115486048,"Gm23270",131
"ENSMUSG00000024601",66307,"Isoc1",2563
"ENSMUSG00000053441",240322,"Adamts19",4666
"ENSMUSG00000050875",225583,"Minar2",5347
"ENSMUSG00000058152",78923,"Chsy3",2931
"ENSMUSG00000098287",102465182,"Mir6355",106
"ENSMUSG00000073555",240327,"Gm4951",2645
"ENSMUSG00000068606",225594,"Gm4841",2838
"ENSMUSG00000090942",240328,"F830016B08Rik",3297
"ENSMUSG00000054072",60440,"Iigp1",3121
"ENSMUSG00000038059",106878,"Smim3",1984
"ENSMUSG00000024603",67665,"Dctn4",3714
"ENSMUSG00000024604",66810,"Rbm22",5338
"ENSMUSG00000049173",170947,"Myoz3",870
"ENSMUSG00000043079",104027,"Synpo",9533
"ENSMUSG00000054008",15531,"Ndst1",6070
"ENSMUSG00000024608",20044,"Rps14",1384
"ENSMUSG00000024610",16149,"Cd74",1410
"ENSMUSG00000093327",100628611,"Mir5107",88
"ENSMUSG00000024613",21453,"Tcof1",5266
"ENSMUSG00000036412",545260,"Arsi",2975
