"","Entrez.Mouse","Entrez.Human","Entrez.Rat"
"258381",258381,130075,405144
"18322",18322,125963,315452
"258620",258620,26219,405115
"258697",258697,219968,NA
"258763",258763,120586,366103
"258961",258961,390059,NA
"259100",259100,390077,NA
"259113",259113,81282,365326
"272396",272396,123283,308701
"109342",109342,125206,303205
"545527",545527,131831,499626
"268780",268780,133584,365691
"76615",76615,137362,306540
"269704",269704,144348,102556092
"213011",213011,147949,499068
"212933",212933,148811,498226
"227210",227210,151195,316452
"245368",245368,163081,NA
"238896",238896,166979,NA
"268935",268935,222663,294297
"71355",71355,255631,499723
"228598",228598,57593,680751
"432450",432450,154215,102551716
"23968",23968,126206,308325
"74450",74450,80025,296167
"215627",215627,728116,500553
"102278",102278,27132,361433
"73016",73016,79412,287102
"270049",270049,442117,361142
"241308",241308,9649,100361774
"68607",68607,253190,500911
"216543",216543,23177,289822
"208936",208936,170692,361412
"211187",211187,654429,680883
"211329",211329,135112,498995
"218442",218442,256987,170907
"271424",271424,117283,688862
"332131",332131,196374,315324
"213236",213236,373863,679841
"241128",241128,79843,103690021
"100503884",100503884,91050,688939
"74438",74438,157807,366311
"246102",246102,25914,291377
"101351",101351,285203,494219
"22701",22701,286128,100910508
"216831",216831,9912,303222
"232717",232717,136541,408204
"503558",503558,134860,319107
"228770",228770,343637,499918
"52609",52609,23492,362962
"387314",387314,83857,362465
"320159",320159,165186,313892
"320683",320683,23361,308998
"231866",231866,7559,288486
"237858",237858,286753,360576
"277898",277898,729025,502918
"278304",278304,100507656,303537
"327747",327747,728464,499465
"329502",329502,123745,296091
"16769",16769,147409,NA
"107065",107065,26045,685472
"244813",244813,390259,500982
"68799",68799,285704,681433
"243083",243083,389208,498345
"269019",269019,202374,364858
"106338",106338,63899,100360437
"216613",216613,114800,289855
"227638",227638,169714,681023
"80288",80288,283149,300673
"330963",330963,348094,100362785
"16578",16578,64147,501059
"252903",252903,130340,367304
"244551",244551,342977,288909
"22626",22626,151295,367298
"215476",215476,253143,305466
"378435",378435,389692,366949
"75763",75763,80067,499807
"239420",239420,114788,314942
"71130",71130,284948,691161
"192734",192734,388886,100365744
"192976",192976,388341,691777
"106931",106931,284252,291772
"73162",73162,23252,500572
"104582",104582,388394,685826
"668940",668940,57644,311570
"22283",22283,7399,289369
"380702",380702,388336,497926
"102637189",102637189,401027,686030
"546071",546071,23031,688540
"329152",329152,57520,316395
"213988",213988,23112,192178
"668212",668212,22979,313928
"320609",320609,57464,500066
"381270",381270,57574,367295
"320713",320713,114803,298247
"384185",384185,132946,289565
"404317",404317,119679,293224
"245533",245533,158833,679520
"238564",238564,340156,NA
"327958",327958,83394,287467
"208439",208439,114818,298867
"72061",72061,84909,290963
"76920",76920,645432,680452
"230590",230590,440590,313482
"70291",70291,100129480,100361147
"54324",54324,7984,140898
"14107",14107,2195,83720
"236848",236848,84548,309357
"72668",72668,387640,680770
"241989",241989,132430,295010
"213945",213945,340267,312115
"268291",268291,154214,292188
"68075",68075,541468,500527
"78803",78803,286151,315034
"258160",258160,338751,NA
"18365",18365,390058,293271
"18328",18328,347168,296675
"320091",320091,121601,299714
"70363",70363,51059,315069
"74127",74127,144501,315318
"140570",140570,23654,315217
"329207",329207,375316,501183
"68874",68874,126823,360878
"72108",72108,23259,680971
"71918",71918,219654,361104
"434246",434246,493829,365377
"381373",381373,100131390,366078
"83679",83679,9659,64183
"70166",70166,643418,499345
"381399",381399,149954,499925
"109299",109299,90120,499758
"73808",73808,387718,499279
"105428",105428,317662,289900
"546747",546747,391112,405219
"71345",71345,338440,499287
"227094",227094,100131211,503257
"240087",240087,9656,309595
"100503609",100503609,348801,100359918
"77011",77011,90381,308768
"110084",110084,25981,171339
"75172",75172,57639,499980
"75272",75272,220081,NA
"72690",72690,79927,500563
"574418",574418,619189,311358
"66395",66395,79026,191572
"76653",76653,646019,690544
"75497",75497,646486,499570
"433292",433292,129521,497196
"230735",230735,284656,298528
"100041096",100041096,440956,503229
"633979",633979,221264,294521
"68332",68332,644096,499125
"268288",268288,154075,685940
"12266",12266,718,24232
"12828",12828,1285,363265
"13078",13078,1545,25426
"14466",14466,2629,684536
"16816",16816,3931,24530
"140781",140781,4625,29557
"19743",19743,6005,65207
"19771",19771,6017,293049
"20526",20526,6514,25351
"20927",20927,6833,25559
"21453",21453,6949,291571
"21956",21956,7139,24837
"11826",11826,358,25240
"12780",12780,1244,25303
"13038",13038,1513,29175
"13058",13058,1536,66021
"11720",11720,4143,25331
"18979",18979,5444,84024
"11705",11705,268,25378
"13076",13076,1543,24296
"13079",13079,1589,24298
"14539",14539,5956,89810
"212541",212541,6010,24717
"20190",20190,6261,114207
"18787",18787,5054,24617
"15558",15558,3356,NA
"227288",227288,3577,54258
"11532",11532,128,NA
"11549",11549,148,29412
"56847",56847,220,266603
"11944",11944,495,24216
"13077",13077,1544,24297
"13106",13106,1571,25086
"13110",13110,1573,NA
"13081",13081,1591,25279
"15446",15446,3248,79242
"23917",23917,3614,362329
"16621",16621,3818,25048
"19058",19058,5534,NA
"218772",218772,5915,24706
"65019",65019,9349,NA
"76808",76808,6142,290641
"19921",19921,6143,NA
"67281",67281,6167,NA
"70484",70484,11046,290959
"238023",238023,284004,100216475
"232878",232878,342945,102553002
"11774",11774,8546,309969
"81897",81897,54106,338457
"76703",76703,1360,24271
"16502",16502,3746,25327
"99439",99439,53905,266807
"67717",67717,8513,50682
"271457",271457,5868,NA
"19384",19384,5901,NA
"71773",71773,7367,286954
"76846",76846,6203,NA
"20088",20088,6229,NA
"54127",54127,6234,NA
"20192",20192,6263,NA
"22041",22041,7018,NA
"21881",21881,7086,64524
"76507",76507,26,65029
"16790",16790,290,81641
"11746",11746,307,79124
"11761",11761,316,54349
"11833",11833,343,29172
"12020",12020,579,682329
"12497",12497,955,85260
"215446",215446,956,316077
"23834",23834,990,360621
"74596",74596,1040,81925
"12648",12648,1105,308215
"107932",107932,1108,117535
"67460",67460,1666,117543
"13423",13423,1777,NA
"14073",14073,2166,NA
"14263",14263,2330,246248
"15182",15182,3066,84577
"69253",69253,3316,NA
"77015",77015,744,362185
"11842",11842,377,140940
"56212",56212,391,308875
"192113",192113,479,171028
"110935",110935,525,312488
"11984",11984,527,170667
"12352",12352,763,54233
"12534",12534,983,54237
"76722",76722,1160,688698
"12727",12727,1183,60586
"227231",227231,1373,497840
"12955",12955,1410,25420
"12305",12305,780,25678
"13808",13808,2027,25438
"13809",13809,2028,64017
"226564",226564,2329,246247
"14583",14583,2673,297417
"14680",14680,2774,24611
"76899",76899,2800,311919
"54214",54214,2803,NA
"14852",14852,2935,24420
"15109",15109,3034,29301
"16510",16510,3756,65198
"16670",16670,3882,450230
"100126226",100126226,3889,NA
"16785",16785,3921,29236
"17885",17885,4626,252942
"230598",230598,4898,25499
"18216",18216,4923,366274
"258702",258702,4995,NA
"18604",18604,5164,81530
"110208",110208,5226,NA
"30955",30955,5294,298947
"102502",102502,5357,315926
"231327",231327,5471,117544
"67857",67857,5537,171121
"19139",19139,5631,NA
"19144",19144,5653,29245
"104458",104458,5917,287191
"19692",19692,5967,NA
"19763",19763,6015,309626
"68240",68240,6119,NA
"20187",20187,6259,140585
"319229",319229,6344,81779
"20518",20518,6582,29503
"20520",20520,6584,29726
"20588",20588,6599,301020
"20646",20646,6638,NA
"20674",20674,6657,499593
"20730",20730,6690,24833
"20871",20871,6795,292554
"20922",20922,6827,287608
"21400",21400,6919,29575
"73166",73166,7108,293688
"56354",56354,7266,303536
"665964",665964,7311,NA
"22209",22209,7319,298317
"80902",80902,7753,500981
"71884",71884,1118,289032
"27204",27204,8224,29130
"20747",20747,8405,287643
"223920",223920,8435,266770
"116872",116872,8710,117092
"76408",76408,8714,140668
"56622",56622,8747,103690152
"229363",229363,8833,295088
"19378",19378,8854,116676
"215384",215384,8857,100303643
"234664",234664,8883,84019
"18935",18935,8929,364152
"72607",72607,8975,310306
"58988",58988,6199,361696
"67115",67115,9045,NA
"11852",11852,388,NA
"14077",14077,2170,79131
"14226",14226,2281,58950
"50779",50779,9628,54295
"14675",14675,9630,309242
"11682",11682,238,266802
"12393",12393,860,367218
"241201",241201,1005,NA
"12745",12745,1047,685504
"12914",12914,1387,54244
"12386",12386,1496,297357
"13406",13406,1758,25312
"13426",13426,1780,29564
"224139",224139,2804,192243
"15108",15108,3028,63864
"70223",70223,4677,291556
"107868",107868,8287,103694559
"18223",18223,9253,292732
"16591",16591,9365,83504
"70625",70625,9441,306328
"16541",16541,9476,60575
"59033",59033,9498,315311
"30930",30930,9559,361846
"60532",60532,9589,499020
"433759",433759,3065,NA
"99738",99738,3749,684516
"110829",110829,3987,499443
"241197",241197,5273,266775
"170758",170758,5881,688319
"66211",66211,6123,287122
"26569",26569,10999,311839
"14584",14584,9945,360518
"54338",54338,9962,50622
"59024",59024,9968,679693
"218210",218210,9972,25281
"100126824",100126824,9997,NA
"11745",11745,306,25291
"11464",11464,70,29275
"11803",11803,333,502317
"14465",14465,2627,29300
"14598",14598,2678,116568
"14693",14693,2783,NA
"14827",14827,2923,29468
"50708",50708,3006,684681
"14957",14957,3007,684828
"15118",15118,3038,266805
"215114",215114,3092,192154
"15519",15519,3320,299331
"140571",140571,5365,363517
"15483",15483,3290,NA
"15530",15530,3339,313641
"19057",19057,5533,171378
"66464",66464,6883,682902
"24116",24116,7469,305455
"13476",13476,7905,364838
"22685",22685,8187,100909657
"71742",71742,25989,691171
"74117",74117,10096,81732
"68278",68278,10212,89827
"84544",84544,10225,498079
"56324",56324,10254,311030
"20459",20459,5753,366275
"22145",22145,7277,316531
"22142",22142,7846,NA
"14767",14767,10316,65276
"22152",22152,10381,246118
"227613",227613,10383,296554
"18214",18214,4921,685781
"23983",23983,5093,500242
"18682",18682,5260,29353
"18993",18993,5455,192109
"67268",67268,103910,NA
"13875",13875,2077,292721
"19693",19693,5968,NA
"20525",20525,6513,24778
"68441",68441,10670,NA
"15481",15481,3312,NA
"56422",56422,10767,293408
"245880",245880,10810,682937
"15442",15442,10855,64537
"320873",320873,1008,29181
"20516",20516,6575,29502
"216136",216136,10994,362843
"105785",105785,11015,315131
"20429",20429,6474,25546
"237754",237754,153579,684480
"19896",19896,4736,NA
"258469",258469,7932,294204
"99011",99011,10585,84430
"245671",245671,11279,302582
"93739",93739,11345,NA
"51792",51792,5518,117281
"15512",15512,3306,60460
"227683",227683,51117,366013
"19326",19326,9230,NA
"72124",72124,81929,NA
"67511",67511,54732,361207
"215449",215449,5908,171337
"70285",70285,80135,499725
"15258",15258,28996,NA
"18226",18226,23636,65274
"72194",72194,84961,64039
"384071",384071,284723,NA
"103655",103655,284904,NA
"237542",237542,114882,314824
"238217",238217,140801,299106
"108682",108682,84706,307759
"104570",104570,57223,360993
"27993",27993,92856,316317
"207958",207958,440138,361174
"56068",56068,9949,501539
"320209",320209,1663,316767
"11848",11848,387,117273
"12945",12945,1755,NA
"14805",14805,2897,29559
"11771",11771,160,308578
"11878",11878,170302,317268
"12686",12686,83401,309449
"13728",13728,2011,60328
"14457",14457,8522,85246
"14803",14803,2894,79219
"16330",16330,3633,362590
"16571",16571,24137,84393
"18107",18107,4836,259274
"18230",18230,64359,360577
"18717",18717,23396,314641
"19194",19194,140683,50585
"19353",19353,5879,363875
"22146",22146,84790,NA
"22690",22690,140612,NA
"22754",22754,139735,503487
"14182",14182,2260,79114
"14389",14389,9846,84477
"14657",14657,441509,367912
"17165",17165,8550,NA
"17876",17876,50804,679712
"17904",17904,4637,304447
"19291",19291,5814,498407
"20474",20474,51804,299138
"20541",20541,6546,29715
"22154",22154,203068,29214
"22379",22379,91010,300225
"22698",22698,100131827,303173
"22781",22781,64375,100361923
"23831",23831,23632,791259
"26380",26380,2103,299210
"26390",26390,23005,362197
"26406",26406,4215,303604
"26875",26875,27445,56768
"27053",27053,440,25612
"77042",77042,23553,404783
"70719",70719,23526,314618
"448987",448987,23194,361907
"243755",243755,26266,503568
"53313",53313,489,25391
"116733",116733,27183,246772
"77087",77087,29123,365023
"14696",14696,59345,294962
"27387",27387,10044,362111
"15492",15492,3284,NA
"19201",19201,9050,307248
"30044",30044,94233,192223
"30963",30963,9200,680115
"52469",52469,28958,498000
"66797",66797,26047,500105
"67068",67068,83658,170714
"56504",56504,26576,293854
"218035",218035,27072,306991
"67845",67845,27246,362002
"56362",56362,27284,64305
"56017",56017,29988,85256
"71723",71723,9704,684903
"270096",270096,22879,307868
"319713",319713,22885,307395
"211652",211652,23286,303039
"70097",70097,23328,365037
"80913",80913,23369,298874
"76441",76441,23500,316201
"104625",104625,57472,287249
"238988",238988,26059,259269
"26422",26422,26960,361948
"71883",71883,27235,498332
"276919",276919,50628,NA
"11981",11981,10079,84011
"67941",67941,51065,NA
"27398",27398,51069,301240
"72674",72674,51094,289036
"68066",68066,51629,360636
"65256",65256,51676,299266
"66914",66914,51160,300052
"266690",266690,51167,171015
"433256",433256,51703,94340
"114664",114664,51170,289456
"12283",12283,51719,301574
"56358",56358,51226,360611
"103768",103768,27175,680991
"71838",71838,51533,364510
"56542",56542,22858,84411
"235442",235442,51762,266688
"65221",65221,51296,246239
"54201",54201,100131017,304293
"234825",234825,54758,307917
"75050",75050,55582,246209
"227659",227659,11182,296600
"69190",69190,54808,291433
"252876",252876,54826,316687
"545817",545817,54905,288517
"74486",74486,114884,316039
"272428",272428,54988,361637
"72046",72046,55665,305493
"244694",244694,55693,689582
"66810",66810,55696,307410
"330450",330450,55711,500368
"54122",54122,55293,691172
"244049",244049,55784,308742
"111175",111175,55825,113956
