"","Ensembl.macaca","Ensembl.mouse","Entrez.mouse","Unique.ID","Mouse.gene.name"
"ENSMFAG00000004008","ENSMFAG00000004008","ENSMUSG00000031849",12845,"ENSMFAG00000004008.12845","Comp"
"ENSMFAG00000001210","ENSMFAG00000001210","ENSMUSG00000042570",70427,"ENSMFAG00000001210.70427","Mier2"
"ENSMFAG00000042330","ENSMFAG00000042330","ENSMUSG00000026279",67026,"ENSMFAG00000042330.67026","Thap4"
"ENSMFAG00000003580","ENSMFAG00000003580","ENSMUSG00000053368",140498,"ENSMFAG00000003580.140498","Rxfp2"
"ENSMFAG00000037079","ENSMFAG00000037079","ENSMUSG00000020190",17347,"ENSMFAG00000037079.17347","Mknk2"
"ENSMFAG00000002101","ENSMFAG00000002101","ENSMUSG00000035161",18130,"ENSMFAG00000002101.18130","Ints6"
"ENSMFAG00000037515","ENSMFAG00000037515","ENSMUSG00000002949",21856,"ENSMFAG00000037515.21856","Timm44"
"ENSMFAG00000043533","ENSMFAG00000043533","ENSMUSG00000028369",64817,"ENSMFAG00000043533.64817","Svep1"
"ENSMFAG00000000922","ENSMFAG00000000922","ENSMUSG00000029361",18125,"ENSMFAG00000000922.18125","Nos1"
"ENSMFAG00000038802","ENSMFAG00000038802","ENSMUSG00000018634",12921,"ENSMFAG00000038802.12921","Crhr1"
"ENSMFAG00000037748","ENSMFAG00000037748","ENSMUSG00000058301",19704,"ENSMFAG00000037748.19704","Upf1"
"ENSMFAG00000039952","ENSMFAG00000039952","ENSMUSG00000026280",66615,"ENSMFAG00000039952.66615","Atg4b"
"ENSMFAG00000039732","ENSMFAG00000039732","ENSMUSG00000019487",106628,"ENSMFAG00000039732.106628","Trip10"
"ENSMFAG00000046134","ENSMFAG00000046134","ENSMUSG00000020312",216148,"ENSMFAG00000046134.216148","Shc2"
"ENSMFAG00000040631","ENSMFAG00000040631","ENSMUSG00000025555",223254,"ENSMFAG00000040631.223254","Farp1"
"ENSMFAG00000040787","ENSMFAG00000040787","ENSMUSG00000040028",15568,"ENSMFAG00000040787.15568","Elavl1"
"ENSMFAG00000038026","ENSMFAG00000038026","ENSMUSG00000034731",380921,"ENSMFAG00000038026.380921","Dgkh"
"ENSMFAG00000040279","ENSMFAG00000040279","ENSMUSG00000026281",21915,"ENSMFAG00000040279.21915","Dtymk"
"ENSMFAG00000003334","ENSMFAG00000003334","ENSMUSG00000003348",208228,"ENSMFAG00000003334.208228","Mob3a"
"ENSMFAG00000035525","ENSMFAG00000035525","ENSMUSG00000026283",66262,"ENSMFAG00000035525.66262","Ing5"
"ENSMFAG00000042459","ENSMFAG00000042459","ENSMUSG00000014547",268752,"ENSMFAG00000042459.268752","Wdfy2"
"ENSMFAG00000043445","ENSMFAG00000043445","ENSMUSG00000022126",16365,"ENSMFAG00000043445.16365","Acod1"
"ENSMFAG00000041453","ENSMFAG00000041453","ENSMUSG00000073609",98314,"ENSMFAG00000041453.98314","D2hgdh"
"ENSMFAG00000044044","ENSMFAG00000044044","ENSMUSG00000055862",71564,"ENSMFAG00000044044.71564","Izumo4"
"ENSMFAG00000035953","ENSMFAG00000035953","ENSMUSG00000020310",17123,"ENSMFAG00000035953.17123","Madcam1"
"ENSMFAG00000042933","ENSMFAG00000042933","ENSMUSG00000061578",333050,"ENSMFAG00000042933.333050","Ksr2"
"ENSMFAG00000040039","ENSMFAG00000040039","ENSMUSG00000056602",320365,"ENSMFAG00000040039.320365","Fry"
"ENSMFAG00000000840","ENSMFAG00000000840","ENSMUSG00000006056",76815,"ENSMFAG00000000840.76815","Calcoco2"
"ENSMFAG00000044623","ENSMFAG00000044623","ENSMUSG00000022125",211286,"ENSMFAG00000044623.211286","Cln5"
"ENSMFAG00000001183","ENSMFAG00000001183","ENSMUSG00000034000",241159,"ENSMFAG00000001183.241159","Neu4"
"ENSMFAG00000021920","ENSMFAG00000021920","ENSMUSG00000033016",18018,"ENSMFAG00000021920.18018","Nfatc1"
"ENSMFAG00000044172","ENSMFAG00000044172","ENSMUSG00000029363",72151,"ENSMFAG00000044172.72151","Rfc5"
"ENSMFAG00000037105","ENSMFAG00000037105","ENSMUSG00000024053",246707,"ENSMFAG00000037105.246707","Emilin2"
"ENSMFAG00000035858","ENSMFAG00000035858","ENSMUSG00000035849",268481,"ENSMFAG00000035858.268481","Krt222"
"ENSMFAG00000038870","ENSMFAG00000038870","ENSMUSG00000055681",59042,"ENSMFAG00000038870.59042","Cope"
"ENSMFAG00000033202","ENSMFAG00000033202","ENSMUSG00000020198",11776,"ENSMFAG00000033202.11776","Ap3d1"
"ENSMFAG00000044754","ENSMFAG00000044754","ENSMUSG00000022124",50789,"ENSMFAG00000044754.50789","Fbxl3"
"ENSMFAG00000039579","ENSMFAG00000039579","ENSMUSG00000020913",75706,"ENSMFAG00000039579.75706","Krt24"
"ENSMFAG00000039752","ENSMFAG00000039752","ENSMUSG00000034116",22324,"ENSMFAG00000039752.22324","Vav1"
"ENSMFAG00000031466","ENSMFAG00000031466","ENSMUSG00000020329",216151,"ENSMFAG00000031466.216151","Polrmt"
"ENSMFAG00000038540","ENSMFAG00000038540","ENSMUSG00000024052",64898,"ENSMFAG00000038540.64898","Lpin2"
"ENSMFAG00000037286","ENSMFAG00000037286","ENSMUSG00000035831",70810,"ENSMFAG00000037286.70810","Krt25"
"ENSMFAG00000001501","ENSMFAG00000001501","ENSMUSG00000063410",223255,"ENSMFAG00000001501.223255","Stk24"
"ENSMFAG00000044404","ENSMFAG00000044404","ENSMUSG00000008206",67260,"ENSMFAG00000044404.67260","Cers4"
"ENSMFAG00000001350","ENSMFAG00000001350","ENSMUSG00000075570",320864,"ENSMFAG00000001350.320864","Krt26"
"ENSMFAG00000034412","ENSMFAG00000034412","ENSMUSG00000043943",72560,"ENSMFAG00000034412.72560","Naalad2"
"ENSMFAG00000001372","ENSMFAG00000001372","ENSMUSG00000035890",70294,"ENSMFAG00000001372.70294","Rnf126"
"ENSMFAG00000044697","ENSMFAG00000044697","ENSMUSG00000057788",234374,"ENSMFAG00000044697.234374","Ddx49"
"ENSMFAG00000039093","ENSMFAG00000039093","ENSMUSG00000020325",83554,"ENSMFAG00000039093.83554","Fstl3"
"ENSMFAG00000039079","ENSMFAG00000039079","ENSMUSG00000017588",16675,"ENSMFAG00000039079.16675","Krt27"
"ENSMFAG00000041961","ENSMFAG00000041961","ENSMUSG00000041147",12190,"ENSMFAG00000041961.12190","Brca2"
"ENSMFAG00000031218","ENSMFAG00000031218","ENSMUSG00000020323",73106,"ENSMFAG00000031218.73106","Prss57"
"ENSMFAG00000035856","ENSMFAG00000035856","ENSMUSG00000024566",50771,"ENSMFAG00000035856.50771","Atp9b"
"ENSMFAG00000023995","ENSMFAG00000023995","ENSMUSG00000066894",231668,"ENSMFAG00000023995.231668","Vsig10"
"ENSMFAG00000030723","ENSMFAG00000030723","ENSMUSG00000018412",76719,"ENSMFAG00000030723.76719","Kansl1"
"ENSMFAG00000031509","ENSMFAG00000031509","ENSMUSG00000003573",26558,"ENSMFAG00000031509.26558","Homer3"
"ENSMFAG00000033092","ENSMFAG00000033092","ENSMUSG00000035863",18483,"ENSMFAG00000033092.18483","Palm"
"ENSMFAG00000040928","ENSMFAG00000040928","ENSMUSG00000055937",70843,"ENSMFAG00000040928.70843","Krt28"
"ENSMFAG00000040352","ENSMFAG00000040352","ENSMUSG00000036054",234373,"ENSMFAG00000040352.234373","Sugp2"
"ENSMFAG00000038850","ENSMFAG00000038850","ENSMUSG00000019761",16661,"ENSMFAG00000038850.16661","Krt10"
"ENSMFAG00000003034","ENSMFAG00000003034","ENSMUSG00000022016",219181,"ENSMFAG00000003034.219181","Akap11"
"ENSMFAG00000041420","ENSMFAG00000041420","ENSMUSG00000024049",17929,"ENSMFAG00000041420.17929","Myom1"
"ENSMFAG00000017617","ENSMFAG00000017617","ENSMUSG00000061288",330177,"ENSMFAG00000017617.330177","Taok3"
"ENSMFAG00000034618","ENSMFAG00000034618","ENSMUSG00000035278",78670,"ENSMFAG00000034618.78670","Plekhj1"
"ENSMFAG00000006289","ENSMFAG00000006289","ENSMUSG00000025557",56643,"ENSMFAG00000006289.56643","Slc15a1"
"ENSMFAG00000013824","ENSMFAG00000013824","ENSMUSG00000002308",54219,"ENSMFAG00000013824.54219","Cd320"
"ENSMFAG00000003650","ENSMFAG00000003650","ENSMUSG00000020912",268482,"ENSMFAG00000003650.268482","Krt12"
"ENSMFAG00000001355","ENSMFAG00000001355","ENSMUSG00000006567",11979,"ENSMFAG00000001355.11979","Atp7b"
"ENSMFAG00000003933","ENSMFAG00000003933","ENSMUSG00000035775",66809,"ENSMFAG00000003933.66809","Krt20"
"ENSMFAG00000002638","ENSMFAG00000002638","ENSMUSG00000020211",20222,"ENSMFAG00000002638.20222","Sf3a2"
"ENSMFAG00000031905","ENSMFAG00000031905","ENSMUSG00000038709",67402,"ENSMFAG00000031905.67402","Txndc8"
"ENSMFAG00000038526","ENSMFAG00000038526","ENSMUSG00000006777",94179,"ENSMFAG00000038526.94179","Krt23"
"ENSMFAG00000000505","ENSMFAG00000000505","ENSMUSG00000002343",76813,"ENSMFAG00000000505.76813","Armc6"
"ENSMFAG00000031053","ENSMFAG00000031053","ENSMUSG00000033004",105689,"ENSMFAG00000031053.105689","Mycbp2"
"ENSMFAG00000039564","ENSMFAG00000039564","ENSMUSG00000004730",13733,"ENSMFAG00000039564.13733","Adgre1"
"ENSMFAG00000035518","ENSMFAG00000035518","ENSMUSG00000038756",237930,"ENSMFAG00000035518.237930","Ttll6"
"ENSMFAG00000038616","ENSMFAG00000038616","ENSMUSG00000004994",67736,"ENSMFAG00000038616.67736","Yju2b"
"ENSMFAG00000045377","ENSMFAG00000045377","ENSMUSG00000045655",219170,"ENSMFAG00000045377.219170","Fam216b"
"ENSMFAG00000002717","ENSMFAG00000002717","ENSMUSG00000041132",100637,"ENSMFAG00000002717.100637","N4bp2l1"
"ENSMFAG00000003517","ENSMFAG00000003517","ENSMUSG00000002289",57875,"ENSMFAG00000003517.57875","Angptl4"
"ENSMFAG00000044250","ENSMFAG00000044250","ENSMUSG00000004996",67873,"ENSMFAG00000044250.67873","Mri1"
"ENSMFAG00000036992","ENSMFAG00000036992","ENSMUSG00000024048",67268,"ENSMFAG00000036992.67268","Myl12a"
"ENSMFAG00000035883","ENSMFAG00000035883","ENSMUSG00000074505",270120,"ENSMFAG00000035883.270120","Fat3"
"ENSMFAG00000039799","ENSMFAG00000039799","ENSMUSG00000049604",15408,"ENSMFAG00000039799.15408","Hoxb13"
"ENSMFAG00000040540","ENSMFAG00000040540","ENSMUSG00000022014",108670,"ENSMFAG00000040540.108670","Epsti1"
"ENSMFAG00000041230","ENSMFAG00000041230","ENSMUSG00000035671",212168,"ENSMFAG00000041230.212168","Zswim4"
"ENSMFAG00000042663","ENSMFAG00000042663","ENSMUSG00000025558",105445,"ENSMFAG00000042663.105445","Dock9"
"ENSMFAG00000034830","ENSMFAG00000034830","ENSMUSG00000065444",387220,"ENSMFAG00000034830.387220","Mir27a"
"ENSMFAG00000043553","ENSMFAG00000043553","ENSMUSG00000002342",234371,"ENSMFAG00000043553.234371","Tmem161a"
"ENSMFAG00000015800","ENSMFAG00000015800","ENSMUSG00000065611",387216,"ENSMFAG00000015800.387216","Mir23a"
"ENSMFAG00000003221","ENSMFAG00000003221","ENSMUSG00000047407",21815,"ENSMFAG00000003221.21815","Tgif1"
"ENSMFAG00000015794","ENSMFAG00000015794","ENSMUSG00000089287",115489825,"ENSMFAG00000015794.115489825","Gm22944"
"ENSMFAG00000033418","ENSMFAG00000033418","ENSMUSG00000056648",15416,"ENSMFAG00000033418.15416","Hoxb8"
"ENSMFAG00000007968","ENSMFAG00000007968","ENSMUSG00000029655",381695,"ENSMFAG00000007968.381695","N4bp2l2"
"ENSMFAG00000039298","ENSMFAG00000039298","ENSMUSG00000038721",15415,"ENSMFAG00000039298.15415","Hoxb7"
"ENSMFAG00000040009","ENSMFAG00000040009","ENSMUSG00000056155",244551,"ENSMFAG00000040009.244551","Nanos3"
"ENSMFAG00000044572","ENSMFAG00000044572","ENSMUSG00000035215",66094,"ENSMFAG00000044572.66094","Lsm7"
"ENSMFAG00000002294","ENSMFAG00000002294","ENSMUSG00000000690",15414,"ENSMFAG00000002294.15414","Hoxb6"
"ENSMFAG00000041271","ENSMFAG00000041271","ENSMUSG00000063919",68955,"ENSMFAG00000041271.68955","Srrm4"
"ENSMFAG00000039473","ENSMFAG00000039473","ENSMUSG00000002346",73095,"ENSMFAG00000039473.73095","Slc25a42"
"ENSMFAG00000033386","ENSMFAG00000033386","ENSMUSG00000037738",330721,"ENSMFAG00000033386.330721","Nek5"
"ENSMFAG00000042418","ENSMFAG00000042418","ENSMUSG00000038700",15413,"ENSMFAG00000042418.15413","Hoxb5"
"ENSMFAG00000011195","ENSMFAG00000011195","ENSMUSG00000022013",66148,"ENSMFAG00000011195.66148","Dnajc15"
"ENSMFAG00000039923","ENSMFAG00000039923","ENSMUSG00000035206",73218,"ENSMFAG00000039923.73218","Sppl2b"
"ENSMFAG00000036981","ENSMFAG00000036981","ENSMUSG00000008129",74666,"ENSMFAG00000036981.74666","Brme1"
"ENSMFAG00000031490","ENSMFAG00000031490","ENSMUSG00000003279",224997,"ENSMFAG00000031490.224997","Dlgap1"
"ENSMFAG00000014237","ENSMFAG00000014237","ENSMUSG00000065519",723893,"ENSMFAG00000014237.723893","Mir10a"
"ENSMFAG00000038271","ENSMFAG00000038271","ENSMUSG00000050901",244701,"ENSMFAG00000038271.244701","Mtnr1b"
"ENSMFAG00000041000","ENSMFAG00000041000","ENSMUSG00000038692",15412,"ENSMFAG00000041000.15412","Hoxb4"
"ENSMFAG00000037617","ENSMFAG00000037617","ENSMUSG00000059208",76936,"ENSMFAG00000037617.76936","Hnrnpm"
"ENSMFAG00000007246","ENSMFAG00000007246","ENSMUSG00000041548",80888,"ENSMFAG00000007246.80888","Hspb8"
"ENSMFAG00000035919","ENSMFAG00000035919","ENSMUSG00000031478",23954,"ENSMFAG00000035919.23954","Nek3"
"ENSMFAG00000041537","ENSMFAG00000041537","ENSMUSG00000043885",234967,"ENSMFAG00000041537.234967","Slc36a4"
"ENSMFAG00000037150","ENSMFAG00000037150","ENSMUSG00000025429",19201,"ENSMFAG00000037150.19201","Pstpip2"
"ENSMFAG00000038356","ENSMFAG00000038356","ENSMUSG00000059406",432478,"ENSMFAG00000038356.432478","Tmprss9"
"ENSMFAG00000003228","ENSMFAG00000003228","ENSMUSG00000043913",269693,"ENSMFAG00000003228.269693","Ccdc60"
"ENSMFAG00000034146","ENSMFAG00000034146","ENSMUSG00000075588",103889,"ENSMFAG00000034146.103889","Hoxb2"
"ENSMFAG00000041609","ENSMFAG00000041609","ENSMUSG00000005534",16337,"ENSMFAG00000041609.16337","Insr"
"ENSMFAG00000043969","ENSMFAG00000043969","ENSMUSG00000036686",212139,"ENSMFAG00000043969.212139","Cc2d1a"
"ENSMFAG00000032572","ENSMFAG00000032572","ENSMUSG00000039977",234964,"ENSMFAG00000032572.234964","Deup1"
"ENSMFAG00000035170","ENSMFAG00000035170","ENSMUSG00000038764",545622,"ENSMFAG00000035170.545622","Ptpn3"
"ENSMFAG00000038763","ENSMFAG00000038763","ENSMUSG00000057058",78473,"ENSMFAG00000038763.78473","Skap1"
"ENSMFAG00000003753","ENSMFAG00000003753","ENSMUSG00000036120",19727,"ENSMFAG00000003753.19727","Rfxank"
"ENSMFAG00000002388","ENSMFAG00000002388","ENSMUSG00000029513",19079,"ENSMFAG00000002388.19079","Prkab1"
"ENSMFAG00000031861","ENSMFAG00000031861","ENSMUSG00000091636",320722,"ENSMFAG00000031861.320722","Akain1"
"ENSMFAG00000001400","ENSMFAG00000001400","ENSMUSG00000020546",20913,"ENSMFAG00000001400.20913","Stxbp4"
"ENSMFAG00000037386","ENSMFAG00000037386","ENSMUSG00000034021",100710,"ENSMFAG00000037386.100710","Pds5b"
"ENSMFAG00000036763","ENSMFAG00000036763","ENSMUSG00000037725",80986,"ENSMFAG00000036763.80986","Ckap2"
"ENSMFAG00000031970","ENSMFAG00000031970","ENSMUSG00000049672",22666,"ENSMFAG00000031970.22666","Zbtb14"
"ENSMFAG00000007048","ENSMFAG00000007048","ENSMUSG00000020691",52686,"ENSMFAG00000007048.52686","Mettl2"
"ENSMFAG00000041174","ENSMFAG00000041174","ENSMUSG00000046111",319675,"ENSMFAG00000041174.319675","Cep295"
"ENSMFAG00000002139","ENSMFAG00000002139","ENSMUSG00000029516",12704,"ENSMFAG00000002139.12704","Cit"
"ENSMFAG00000042030","ENSMFAG00000042030","ENSMUSG00000039840",100502841,"ENSMFAG00000042030.100502841","Epg5"
"ENSMFAG00000042233","ENSMFAG00000042233","ENSMUSG00000031479",70160,"ENSMFAG00000042233.70160","Vps36"
"ENSMFAG00000001845","ENSMFAG00000001845","ENSMUSG00000020876",74479,"ENSMFAG00000001845.74479","Snx11"
"ENSMFAG00000042311","ENSMFAG00000042311","ENSMUSG00000071078",75692,"ENSMFAG00000042311.75692","Nr2c2ap"
"ENSMFAG00000039720","ENSMFAG00000039720","ENSMUSG00000028434",54357,"ENSMFAG00000039720.54357","Epb41l4b"
"ENSMFAG00000042000","ENSMFAG00000042000","ENSMUSG00000031480",56229,"ENSMFAG00000042000.56229","Thsd1"
"ENSMFAG00000003401","ENSMFAG00000003401","ENSMUSG00000041609",75665,"ENSMFAG00000003401.75665","Bicdl1"
"ENSMFAG00000043588","ENSMFAG00000043588","ENSMUSG00000002341",13004,"ENSMFAG00000043588.13004","Ncan"
"ENSMFAG00000032905","ENSMFAG00000032905","ENSMUSG00000024044",13823,"ENSMFAG00000032905.13823","Epb41l3"
"ENSMFAG00000003883","ENSMFAG00000003883","ENSMUSG00000020544",69802,"ENSMFAG00000003883.69802","Cox11"
"ENSMFAG00000022604","ENSMFAG00000022604","ENSMUSG00000051314",233079,"ENSMFAG00000022604.233079","Ffar2"
"ENSMFAG00000000848","ENSMFAG00000000848","ENSMUSG00000045232",212108,"ENSMFAG00000000848.212108","Rln3"
"ENSMFAG00000029816","ENSMFAG00000029816","ENSMUSG00000007594",330790,"ENSMFAG00000029816.330790","Hapln4"
"ENSMFAG00000033686","ENSMFAG00000033686","ENSMUSG00000074199",64661,"ENSMFAG00000033686.64661","Krtdap"
"ENSMFAG00000038261","ENSMFAG00000038261","ENSMUSG00000029518",77407,"ENSMFAG00000038261.77407","Rab35"
"ENSMFAG00000044267","ENSMFAG00000044267","ENSMUSG00000020541",71943,"ENSMFAG00000044267.71943","Tom1l1"
"ENSMFAG00000039236","ENSMFAG00000039236","ENSMUSG00000031939",75316,"ENSMFAG00000039236.75316","Taf1d"
"ENSMFAG00000038013","ENSMFAG00000038013","ENSMUSG00000005465",50931,"ENSMFAG00000038013.50931","Il27ra"
"ENSMFAG00000006917","ENSMFAG00000006917","ENSMUSG00000036151",107770,"ENSMFAG00000006917.107770","Tm6sf2"
"ENSMFAG00000032881","ENSMFAG00000032881","ENSMUSG00000069633",69129,"ENSMFAG00000032881.69129","Pex11g"
"ENSMFAG00000033588","ENSMFAG00000033588","ENSMUSG00000041765",68889,"ENSMFAG00000033588.68889","Ubac2"
"ENSMFAG00000035801","ENSMFAG00000035801","ENSMUSG00000022024",67955,"ENSMFAG00000035801.67955","Sugt1"
"ENSMFAG00000030676","ENSMFAG00000030676","ENSMUSG00000074217",70134,"ENSMFAG00000030676.70134","Misp3"
"ENSMFAG00000001714","ENSMFAG00000001714","ENSMUSG00000040340",76406,"ENSMFAG00000001714.76406","Saxo5"
"ENSMFAG00000015491","ENSMFAG00000015491","ENSMUSG00000088929",115487311,"ENSMFAG00000015491.115487311","Gm24299"
"ENSMFAG00000036790","ENSMFAG00000036790","ENSMUSG00000018666",12412,"ENSMFAG00000036790.12412","Cbx1"
"ENSMFAG00000035814","ENSMFAG00000035814","ENSMUSG00000058488",16591,"ENSMFAG00000035814.16591","Kl"
"ENSMFAG00000013386","ENSMFAG00000013386","ENSMUSG00000045589",230235,"ENSMFAG00000013386.230235","Frrs1l"
"ENSMFAG00000042255","ENSMFAG00000042255","ENSMUSG00000046408",73453,"ENSMFAG00000042255.73453","1700067K01Rik"
"ENSMFAG00000003588","ENSMFAG00000003588","ENSMUSG00000041638",231659,"ENSMFAG00000003588.231659","Gcn1"
"ENSMFAG00000043190","ENSMFAG00000043190","ENSMUSG00000022025",16840,"ENSMFAG00000043190.16840","Cnmd"
"ENSMFAG00000040772","ENSMFAG00000040772","ENSMUSG00000024299",224697,"ENSMFAG00000040772.224697","Adamts10"
"ENSMFAG00000001195","ENSMFAG00000001195","ENSMUSG00000079003",666704,"ENSMFAG00000001195.666704","Samd1"
"ENSMFAG00000039634","ENSMFAG00000039634","ENSMUSG00000031938",70984,"ENSMFAG00000039634.70984","4931406C07Rik"
"ENSMFAG00000031829","ENSMFAG00000031829","ENSMUSG00000091055",620235,"ENSMFAG00000031829.620235","Siglec15"
"ENSMFAG00000034286","ENSMFAG00000034286","ENSMUSG00000021947",68631,"ENSMFAG00000034286.68631","Cryl1"
"ENSMFAG00000035583","ENSMFAG00000035583","ENSMUSG00000038615",18023,"ENSMFAG00000035583.18023","Nfe2l1"
"ENSMFAG00000001725","ENSMFAG00000001725","ENSMUSG00000004567",94178,"ENSMFAG00000001725.94178","Mcoln1"
"ENSMFAG00000026452","ENSMFAG00000026452","ENSMUSG00000055296",242474,"ENSMFAG00000026452.242474","Tmem245"
"ENSMFAG00000032229","ENSMFAG00000032229","ENSMUSG00000059336",108052,"ENSMFAG00000032229.108052","Slc14a1"
"ENSMFAG00000042073","ENSMFAG00000042073","ENSMUSG00000021951",68043,"ENSMFAG00000042073.68043","Eef1akmt1"
"ENSMFAG00000004590","ENSMFAG00000004590","ENSMUSG00000005469",18747,"ENSMFAG00000004590.18747","Prkaca"
"ENSMFAG00000041924","ENSMFAG00000041924","ENSMUSG00000041565",320858,"ENSMFAG00000041924.320858","L3mbtl4"
"ENSMFAG00000045777","ENSMFAG00000045777","ENSMUSG00000022026",380924,"ENSMFAG00000045777.380924","Olfm4"
"ENSMFAG00000044541","ENSMFAG00000044541","ENSMUSG00000016128",243362,"ENSMFAG00000044541.243362","Stard13"
"ENSMFAG00000041829","ENSMFAG00000041829","ENSMUSG00000031858",74549,"ENSMFAG00000041829.74549","Mau2"
"ENSMFAG00000045896","ENSMFAG00000045896","ENSMUSG00000018672",56358,"ENSMFAG00000045896.56358","Copz2"
"ENSMFAG00000003118","ENSMFAG00000003118","ENSMUSG00000031935",234959,"ENSMFAG00000003118.234959","Med17"
"ENSMFAG00000033369","ENSMFAG00000033369","ENSMUSG00000024552",27411,"ENSMFAG00000033369.27411","Slc14a2"
"ENSMFAG00000020432","ENSMFAG00000020432","ENSMUSG00000065515",387170,"ENSMFAG00000020432.387170","Mir152"
"ENSMFAG00000045312","ENSMFAG00000045312","ENSMUSG00000060962",73712,"ENSMFAG00000045312.73712","Dmkn"
"ENSMFAG00000044347","ENSMFAG00000044347","ENSMUSG00000005470",66929,"ENSMFAG00000044347.66929","Asf1b"
"ENSMFAG00000021148","ENSMFAG00000021148","ENSMUSG00000056158",72605,"ENSMFAG00000021148.72605","Car10"
"ENSMFAG00000042564","ENSMFAG00000042564","ENSMUSG00000040040",21821,"ENSMFAG00000042564.21821","Ift88"
"ENSMFAG00000001000","ENSMFAG00000001000","ENSMUSG00000004565",50767,"ENSMFAG00000001000.50767","Pnpla6"
"ENSMFAG00000030524","ENSMFAG00000030524","ENSMUSG00000022123",64929,"ENSMFAG00000030524.64929","Scel"
"ENSMFAG00000003744","ENSMFAG00000003744","ENSMUSG00000024043",268970,"ENSMFAG00000003744.268970","Arhgap28"
"ENSMFAG00000043237","ENSMFAG00000043237","ENSMUSG00000024261",20983,"ENSMFAG00000043237.20983","Syt4"
"ENSMFAG00000046364","ENSMFAG00000046364","ENSMUSG00000018669",80280,"ENSMFAG00000046364.80280","Cdk5rap3"
"ENSMFAG00000044648","ENSMFAG00000044648","ENSMUSG00000057455",19762,"ENSMFAG00000044648.19762","Rit2"
"ENSMFAG00000012867","ENSMFAG00000012867","ENSMUSG00000065544",723837,"ENSMFAG00000012867.723837","Mir32"
"ENSMFAG00000046086","ENSMFAG00000046086","ENSMUSG00000031936",244698,"ENSMFAG00000046086.244698","Hephl1"
"ENSMFAG00000041839","ENSMFAG00000041839","ENSMUSG00000033970",69263,"ENSMFAG00000041839.69263","Rfc3"
"ENSMFAG00000034325","ENSMFAG00000034325","ENSMUSG00000054079",217109,"ENSMFAG00000034325.217109","Utp18"
"ENSMFAG00000002464","ENSMFAG00000002464","ENSMUSG00000031934",55991,"ENSMFAG00000002464.55991","Panx1"
"ENSMFAG00000037580","ENSMFAG00000037580","ENSMUSG00000059278",78304,"ENSMFAG00000037580.78304","Naa38"
"ENSMFAG00000007292","ENSMFAG00000007292","ENSMUSG00000032796",16772,"ENSMFAG00000007292.16772","Lama1"
"ENSMFAG00000031289","ENSMFAG00000031289","ENSMUSG00000029528",19303,"ENSMFAG00000031289.19303","Pxn"
"ENSMFAG00000030684","ENSMFAG00000030684","ENSMUSG00000031933",64931,"ENSMFAG00000030684.64931","Izumo1r"
"ENSMFAG00000029553","ENSMFAG00000029553","ENSMUSG00000019470",67439,"ENSMFAG00000029553.67439","Xab2"
"ENSMFAG00000044703","ENSMFAG00000044703","ENSMUSG00000035566",219228,"ENSMFAG00000044703.219228","Pcdh17"
"ENSMFAG00000003777","ENSMFAG00000003777","ENSMUSG00000033628",225326,"ENSMFAG00000003777.225326","Pik3c3"
